0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,1.710534018468640352e+04
4.166666666666666435e-02,1.629964713470003699e+04
6.250000000000000000e-02,1.574293173364866743e+04
8.333333333333332871e-02,1.536157358721166747e+04
1.041666666666666574e-01,1.510184207617440552e+04
1.250000000000000000e-01,1.492604695872643060e+04
1.458333333333333148e-01,1.481293009296322998e+04
1.666666666666666574e-01,1.472502908224550265e+04
1.875000000000000000e-01,1.465870784678420387e+04
2.083333333333333148e-01,1.466848442325603537e+04
2.291666666666666574e-01,1.460813088559665994e+04
2.500000000000000000e-01,1.451231851918291068e+04
2.708333333333333148e-01,1.464565176224991956e+04
2.916666666666666297e-01,1.465418597359108753e+04
3.125000000000000000e-01,1.434932253331726679e+04
3.333333333333333148e-01,1.457170660262301681e+04
3.541666666666666297e-01,1.480211030155978733e+04
3.750000000000000000e-01,1.429439938741680089e+04
3.958333333333333148e-01,1.435708433359202900e+04
4.166666666666666297e-01,1.498771471225098503e+04
4.375000000000000000e-01,1.434028066329837748e+04
4.583333333333333148e-01,1.405726325127388918e+04
4.791666666666666297e-01,1.514806546342725414e+04
5.000000000000000000e-01,1.456077133660357504e+04
5.208333333333332593e-01,1.363452962916049728e+04
5.416666666666666297e-01,1.513746739151351358e+04
5.625000000000000000e-01,1.511839609529942391e+04
5.833333333333332593e-01,1.356356484065689438e+04
6.041666666666666297e-01,1.374856940069273332e+04
6.250000000000000000e-01,1.533012195794247236e+04
6.458333333333332593e-01,1.516541834992348959e+04
6.666666666666666297e-01,1.360751653562897627e+04
6.875000000000000000e-01,1.386052226030470774e+04
7.083333333333332593e-01,1.532233667254515603e+04
7.291666666666666297e-01,1.531688600072322879e+04
7.500000000000000000e-01,1.359613835315324104e+04
7.708333333333332593e-01,1.393140354295861471e+04
7.916666666666666297e-01,1.531334353606225341e+04
8.125000000000000000e-01,1.501956872318720707e+04
8.333333333333332593e-01,1.359288203175396484e+04
8.541666666666666297e-01,1.396275425233011265e+04
8.750000000000000000e-01,1.531117403329951412e+04
8.958333333333332593e-01,1.491395490139484173e+04
9.166666666666666297e-01,1.359039709488637527e+04
9.375000000000000000e-01,1.436528856326863388e+04
9.583333333333332593e-01,1.516373883669130373e+04
9.791666666666666297e-01,1.444665324921130377e+04
1.000000000000000000e+00,1.358547741173305621e+04
1.020833333333333259e+00,1.423204683346421007e+04
1.041666666666666519e+00,1.530378395791125513e+04
1.062500000000000000e+00,1.470726026209077099e+04
1.083333333333333259e+00,1.358512690543963981e+04
1.104166666666666519e+00,1.444213273212485728e+04
1.125000000000000000e+00,1.529969354004681009e+04
1.145833333333333259e+00,1.444028394252362705e+04
1.166666666666666519e+00,1.364172097767096784e+04
1.187500000000000000e+00,1.443849704218059196e+04
1.208333333333333259e+00,1.529690482643948781e+04
1.229166666666666519e+00,1.454333957301561168e+04
1.250000000000000000e+00,1.394443451754362468e+04
1.270833333333333259e+00,1.443967508079718755e+04
1.291666666666666519e+00,1.489764525751682959e+04
1.312500000000000000e+00,1.453954538050098199e+04
1.333333333333333259e+00,1.437296994303862448e+04
1.354166666666666519e+00,1.427912094449568758e+04
1.375000000000000000e+00,1.444217884729886282e+04
1.395833333333333259e+00,1.457044544284834046e+04
1.416666666666666519e+00,1.443867227314923002e+04
1.437500000000000000e+00,1.443587686109152128e+04
1.458333333333333259e+00,1.457950023553070787e+04
1.479166666666666519e+00,1.459538740040700577e+04
1.500000000000000000e+00,1.444048709033092018e+04
1.520833333333333259e+00,1.443741539834509604e+04
1.541666666666666519e+00,1.443969576782661898e+04
1.562500000000000000e+00,1.461280640219756970e+04
1.583333333333333259e+00,1.444105929795371048e+04
1.604166666666666519e+00,1.443890230788408371e+04
1.625000000000000000e+00,1.443939340632395761e+04
1.645833333333333259e+00,1.443795379470135958e+04
1.666666666666666519e+00,1.443782846893164242e+04
1.687500000000000000e+00,1.443707658289225583e+04
1.708333333333333259e+00,1.443547560701953262e+04
1.729166666666666519e+00,1.426616480130932905e+04
1.750000000000000000e+00,1.444080118519605458e+04
1.770833333333333259e+00,1.443989435153103841e+04
1.791666666666666519e+00,1.443679076952394826e+04
1.812500000000000000e+00,1.477596608479203860e+04
1.833333333333333259e+00,1.444019988748604010e+04
1.854166666666666519e+00,1.428466764697338658e+04
1.875000000000000000e+00,1.443829161907739763e+04
1.895833333333333259e+00,1.443643846740380104e+04
1.916666666666666519e+00,1.443855610340428757e+04
1.937500000000000000e+00,1.443777967215659373e+04
1.958333333333333259e+00,1.480731482564521866e+04
1.979166666666666519e+00,1.481513041290043839e+04
2.000000000000000000e+00,1.444001668373481152e+04
2.020833333333333037e+00,1.413236719926791193e+04
2.041666666666666519e+00,1.444038551904904307e+04
2.062500000000000000e+00,1.502079156550554399e+04
2.083333333333333037e+00,1.443945618466892120e+04
2.104166666666666519e+00,1.357810702784397290e+04
2.125000000000000000e+00,1.464713640566245886e+04
2.145833333333333037e+00,1.529051179256185060e+04
2.166666666666666519e+00,1.443594449668013112e+04
2.187500000000000000e+00,1.350788772874368078e+04
